id,grade,numOfBack,numOfForward,numOfPause,numOflearning,totalTime,numOfFast,numOfSlow,currentSession,startTime,currentVedio
da72dd9c25ea77dc81434ca1d38b6381,1,0,7,6,35,2032947,0,0,,,
103a11ef8da0686619907abf2f4995b9,0,0,9,26,78,4066102,6,3,,,
eb65c51d66680979f402a2033a61e45e,0,69,13,190,198,23513598,0,0,,,
16a3eb53f7926368ad6d93ea552d7594,1,0,0,1,42,172789,0,0,,,
6ac042dc08dad800d74d212972e896d9,0,0,4,10,37,1127803,0,0,,,
0eb159032b7c192c19e1af13ba813851,1,24,73,213,226,26096540,1,1,,,
da2768858fb516c5f3c3476bec7d0357,0,5,0,20,42,3576446,0,0,,,
0c6f6cde9cc222b6640b4f7e909aa20d,1,37,9,116,211,14376349,15,12,,,
c381e07b456e39fbc043175f94d548c3,0,7,10,153,135,14055830,2,2,,,
c79b38e349af66ee295d29180896536c,0,14,0,289,199,27439423,0,0,,,
f969fb836aaa4aab04dab7a2af0b2aef,0,0,18,8,31,801402,0,0,,,
438625ab1189dfa2765af4944ef986b5,0,2,38,15,179,13240886,0,1,,,
dcc26036b1f04abca0d292a14340329a,1,8,7,68,193,14347162,1,1,,,
4973ce5c993688fce81462c440e86d45,0,51,566,33,103,31867057,0,0,,,
a270d2e67cf7a5d00123fc95658adba6,1,168,213,299,425,56141166,15,18,,,
b12eeea29278506478edacacb6519538,0,37,22,123,153,33650835,0,0,,,
1ab709ba5416dafab71969e59954a90c,1,38,30,206,277,31189411,10,7,,,
eee1df0fff33a37873990992bed20e82,1,4,2,184,253,4586550,1,0,,,
75daa9f17e87d6af597550735bade9ca,0,27,45,11,131,11677556,4,3,,,
1ef22facbda1cdf1cf5be70b4f64ea2f,1,23,30,64,86,11769236,7,6,,,
bf15bb7d515a7698ca90472cc650501a,0,47,29,220,241,27859884,20,18,,,
7e58fe08b33d3cfe3723843e3704baff,0,0,1,1,19,86432,0,0,,,
0d3aaad05877db075e1c7cec53253345,0,24,4,68,97,10638568,0,0,,,
564d0487839177aacfacf79e3851d28d,0,3,32,7,48,6394813,3,1,,,
1a38a1da9609ba568f3d4318dda659c5,0,2,0,19,45,3102590,0,0,,,
82b8214c377780abd73696528406a933,0,16,7,77,147,9506622,4,8,,,
ffa09bfdf674e7ee625e011a56a9399a,1,3,77,31,124,11490262,5,4,,,
a637fb2c84131fea17bbde3772b51ae5,1,58,43,73,129,19765890,0,0,,,
3201785822133cbbef16555fb8ef1a88,0,0,19,2,15,109,0,0,,,
09744c38e31145816abffc7250c87d0f,0,3,37,14,21,5669878,0,0,,,
7a3ba6e8512f1aaa3d742ccd3475451c,0,0,0,19,30,1646402,0,0,,,
8dd6e9591738519220368d259d9fdb61,0,12,3,25,63,3766718,0,0,,,
04f8f1f73b877eb0d79cc831ff12eb24,0,15,7,466,245,47964606,0,0,,,
96c739e261d8ed52b471a6621cecaf0d,0,24,18,25,95,6797853,0,0,,,
4ee18aaf47d9e7eba2fce771cc178ee8,0,161,19,225,261,24372164,1,3,,,
ae3b550493eb06729d18bac5df294fcf,0,40,229,23,152,27387832,0,0,,,
87438ce86a4810afb9d938530d81d73f,1,9,69,37,73,13412454,0,0,,,
39fd55a083f655a40ccd4e5e754f499e,0,26,59,48,147,12128488,0,0,,,
9922d99c53216f6b1ca6eefd61c60271,0,1,2,10,28,1086322,0,0,,,
165590dfad8401c96c3c45095b8e534a,0,4,0,23,55,3516624,0,0,,,
16d12cd9a61d258980a74a890715b8f2,0,52,10,47,76,6283696,1,2,,,
a7bcdef370facbe0755b4e93bf5b097c,0,4,25,44,102,6448040,1,1,,,
f73daeb84f8249f1f8309ad860e8292e,0,2,4,16,60,2766588,0,0,,,
fe92c36bf912c33df82c2867e0d11da6,0,5,28,7,105,255926,0,0,,,
e431a0609dbe3bd826695f2d37a41244,1,62,200,133,158,31495423,1,1,,,
9b4f439f8dcfa98f7331a6f3baf8951a,0,2,14,6,9,1814027,1,1,,,
1a5275a099537092079e732b816af91f,0,0,0,0,2,0,0,0,,,
f567c63c7ab82c44ecae9e706643b015,0,7,23,7,26,1059486,0,0,,,
7545a1b0c14172842b73793ec79ce5a9,0,0,2,3,7,259748,0,0,,,
4a21943f9d68858e60257616254aaec1,1,120,248,160,437,43191134,2,1,,,
d0251d2c25d1858098de43fa664caaf1,0,6,11,18,89,3875609,0,0,,,
a505310d670da2796f4e535ab541ecbb,0,16,115,11,82,13583452,0,1,,,
3d2bae8396a3a4b1a17ce3672daf7586,0,32,131,140,111,20015677,0,0,,,
213e69a8ee6116cbf19a24b4b9d28924,0,0,0,30,79,3824826,0,0,,,
b43c6d26ecf50c6379eb4af60cfac497,0,1,10,46,116,5700214,0,0,,,
b9b74026ca6d43335b2525e8675d2ea9,0,9,5,48,90,5586844,2,0,,,
b78c75f777be1d94878bd2888a3e0b7e,0,0,7,25,44,4149814,3,3,,,
526e5c1633d7dcc6165a8c78a7a8cbd5,1,5,78,58,146,13127463,4,4,,,
e4b39a60d7b1c5f8e449348c2f219f9f,0,0,0,0,14,0,0,0,,,
477844f55908833a45402a8ba730b972,0,3,5,25,40,2477549,0,0,,,
5e51ddc475d4cf5adb340aa7a1fa8658,0,0,8,1,7,12593,0,0,,,
05f660e522810ed8aa3b9f09b4505a6b,0,0,0,10,16,1469002,0,0,,,
59c411af43803b37a68c0ace8055691c,0,0,10,13,23,2331058,0,0,,,
8989f00b4432a9dc00407e0ae22ec2ab,0,25,13,57,102,9916953,3,2,,,
0ce793f0d95e0e03108252a71ef46cd9,0,5,1,19,53,2426065,0,0,,,
54b146eccec8ab6de5698dbc6d2680bd,1,25,53,183,307,37276021,0,0,,,
34b77756b26652b3c695a8566c16d7be,0,167,135,611,798,133399485,0,0,,,
4b2eaad658a1582d41758280b70d788e,0,13,24,40,85,5992816,0,0,,,
e66ba65035b48b2885431b221abd48a4,0,0,0,2,24,158076,0,0,,,
7ede294ce27b0cb27e17b192f913ab3a,1,76,199,263,341,29194280,0,0,,,
acba86d08584b66fd111b1416d54798d,1,0,0,1,52,81873,0,0,,,
f03595b86c8f8cbc55bfe1337e28bf0f,0,2,15,5,44,1139491,0,0,,,
bea5143ad119d50a7baaf1e6760cc179,0,2,1,82,87,8002790,2,2,,,
89a50c50d8355aad326e01cb665038c7,0,17,52,169,243,26498430,0,0,,,
a65ae0453a756f050f1f00760a8ff8ad,0,0,0,0,5,0,0,0,,,
5222bf0febdb9142144366c6ce10e13c,0,2,0,5,8,50246,1,1,,,
d99cf9178cdec54f08df9c44ce62e0d8,0,8,67,20,75,12860274,5,4,,,
1bd040f36638312ad675074f01f7d7f0,0,0,0,33,137,3494496,0,0,,,
cd5ab4e8e538ff5e03173bcc29a69848,0,35,6,36,47,2648993,0,0,,,
40674ba5368e6d45b6246fc1f76b689f,1,25,299,42,253,26601379,1,1,,,
2f47f36d9cd57e7cb3db8500a89a9ba5,0,7,6,72,108,7677525,2,2,,,
9d51faa7a1bfe8f9666866f8b5d382c0,0,6,60,64,64,10779552,0,0,,,
aa1497b9f102c30323537d8e589cf660,0,10,21,13,86,4539806,1,1,,,
cabe41c1225e9a3c6c5159ae3381f688,0,71,74,175,194,32591466,1,1,,,
2733cc969b9adb86670099eadb20fc48,0,1,7,5,17,24450913,1,0,,,
25788f514f929eb26f64af7f993520c2,0,24,45,286,291,31966067,0,0,,,
7a13dbbf8020e24bf12e560749e5b1b6,0,163,41,310,442,170883104,0,0,,,
cc2931f850e9551831467de0e2ed06bb,0,0,0,1,13,28,0,0,,,
7cfd296316bb2040112cfcd954abf99a,1,31,46,209,175,33062277,0,0,,,
74913a5585627455c5b13a776989ece4,1,2,5,33,130,1386613,0,0,,,
3d0a75372e43318cb7b8c2edac54d4a1,0,0,2,30,85,3523690,0,0,,,
88885f20a85b975d1d1de5ea44ac8a3a,0,0,0,0,12,0,0,0,,,
27b93106855aaa12ea5b11deb7bfd832,0,168,482,281,620,100122605,6,4,,,
c8d72a42dd1d8f78cdfd8da8e8c2f18a,0,0,4,15,34,1535023,1,1,,,
85b5265d0278e7b96b791eb1df403aff,0,12,0,61,133,7264183,4,3,,,
bed919889f6cc8b94e90fefec2641830,0,37,1,114,177,16128752,1,1,,,
4c5444eae58cd6c5cde45dbac4b909aa,0,8,6,16,42,2412937,0,0,,,
3ad0580c980316a25b0ca6aa5f25bff9,0,0,0,0,3,0,0,0,,,
20fbe329f6c6e782214154aa3bbea231,0,18,7,153,166,16258382,0,0,,,
40fac75ac8b0ffc42d48d13000257fd0,0,44,147,151,294,24034154,0,0,,,
ba6209dd21553f15bf12f4ca372a6563,1,1,0,26,87,3674911,0,0,,,
b3a0ffb171e902f4966e57071bc3bd7b,0,1,17,3,27,1900875,2,0,,,
021971af52a9b4adefda61420ca3eda6,0,0,0,0,4,0,0,0,,,
2b14cbc94674c7c04e4a3362068f0d32,1,0,0,2,17,3456826,0,0,,,
0103a6b803a6f8f038b02f2d266e8782,0,2,0,35,74,4756262,0,0,,,
3002bcac7e68a0cd5ccd470ea687d14c,1,34,91,87,331,24019844,0,0,,,
7e11d59c7bd431dd1d2dec46bf9ceb7b,0,1,8,38,106,9002479,0,0,,,
d8bc3f6e7500c25a0569b4ed9ac6107b,0,4,9,12,149,959884,0,0,,,
91dacb4ab5cd6ca71b599adb9a60f46b,0,6,7,21,70,3612233,1,1,,,
79641f7f841b7997b8a5f34bb6a88391,0,0,0,0,5,0,0,0,,,
9ae1d642b9883edd826f2ab064acca42,0,2,4,19,35,3012856,0,0,,,
47cb06e5631f4c20f2b517a55fafd5ac,0,4,7,27,180,4725085,0,0,,,
5a158c9b06aef0663b64205116efc6ec,0,0,0,0,3,0,0,0,,,
70693b2a3a3e0aee9c24aa49d0a6c3d1,0,12,6,7,58,4754661,0,0,,,
22be11a5a348decca54632858f7c3efe,0,35,15,38,152,9756123,0,0,,,
3d7651121b4af4ec6f0c6e0612581485,0,32,30,66,192,14019919,2,2,,,
d4adb3804610c95bc955a6305d4629e3,0,16,10,48,97,7706374,3,3,,,
75ddda048b61edda58d93bc353f10165,0,3,25,0,23,5011060,0,0,,,
44cb33eec920f20b8f94d872b21ef6a4,0,15,3,92,135,12581627,0,0,,,
9c38c49f6b683e465cb514c6609bce2b,1,0,0,3,6,229388,0,0,,,
5791bf725af925facbd7b84a11fa23f5,0,12,36,107,180,11484722,1,1,,,
6f96d43137b331fed1b7c1b8f10d9f87,0,0,0,3,13,363,0,0,,,
788d2c5f7b0c70ab4f8a1085652c4dab,0,12,21,63,91,7182718,0,0,,,
3bfed0d9603c5abc91e40fba7452aeaf,0,2,3,18,33,2447464,0,0,,,
71f556cf902129b83a4f1f66354dbf55,0,17,9,70,59,9069404,0,0,,,
71f24a1a855a30ae54244ea63e167606,0,6,27,26,68,4391678,0,1,,,
daa72e4826d054ac8e0570330e99bc1c,0,3,76,45,79,8636115,0,0,,,
7f155502b2c9b18974245b28a96b921a,0,18,24,329,230,29740141,0,0,,,
b65b2288f9786742446ec95b99723eb8,0,7,0,42,110,5874248,0,0,,,
e214c1a39e9c33e633c3ee1a206a3bef,0,1,0,36,50,4165873,0,0,,,
f44442df1ce7dea81552807a6e8c86d1,0,34,79,49,116,17019375,0,0,,,
9930a7e906d4abf04c1edc8f815a1e40,0,8,1,46,156,10910441,1,4,,,
8453f095a738da774812d861ab0159e1,1,13,37,87,229,13607391,0,0,,,
b9853eb71b9579614b24539f7303bff9,0,2,0,2,19,93334,0,0,,,
5e57091e892946e4f3b82fd9c10663af,0,6,30,6,53,3109733,0,0,,,
594749d7d3a704309870863068823820,0,0,3,30,124,6577437,1,1,,,
371a212405e38a5ea7108b4e261f0ff8,0,0,0,0,1,0,0,0,,,
69ce250c31886e144c06fe538bca5744,0,41,217,68,135,17805319,0,1,,,
f7bf015ba25c90377be73aed1b323eb6,1,17,73,98,188,20213175,9,6,,,
9c7096443624b68369a6dee42f9a8e91,0,0,0,31,58,4149978,0,0,,,
569dd629961d3ba90990868042b93be2,1,0,0,6,152,1590362,0,0,,,
518d77c4365a0c834e77ef0e81e33b2b,0,91,61,174,254,33698157,9,6,,,
03e3c5c2fa9ef48f04b569f96988861c,0,2,1,14,34,4619635,7,6,,,
f8f90af638871a918ec53597481c8379,0,0,0,0,2,0,0,0,,,
45f1f44f9be61cf0e31bc2f25c4644f3,0,34,28,95,215,13929634,0,0,,,
c0c7ee7ac01fcbcb84f11fa04d23d59f,0,6,1,17,41,1901761,1,1,,,
866c3b986d7c8fbed6101a5f1dad5f57,0,1,0,8,21,1304298,0,0,,,
9cc8dff70b568ca4515c6d10a9fc00b3,0,34,45,47,123,51790900,4,2,,,
ea60bf1b88fc315f048dfdba1705ffe8,1,12,137,43,186,15706178,1,0,,,
2676a698d35db29a74c3ccf1939e17be,0,82,143,129,178,31164690,0,0,,,
598eb52fbe87608da82b6cc3a6a4dc83,0,19,4,52,123,9134163,0,1,,,
5aa4a22761d82aef9c9ffb6b87c4e13e,0,1,3,7,35,2756442,0,0,,,
ab77f437ea39a2fdc70b4a6e82411a9c,0,22,111,28,226,15364238,3,3,,,
1ed344316765cd14021af1699643157f,0,61,26,194,242,26260335,0,0,,,
828a5851181692b3fa005c0088a41c74,1,54,54,97,259,18556377,2,2,,,
38cd3ca400d2d9e7ec50a2a7251ab177,0,3,70,7,62,7808032,0,0,,,
9d25ee0d05b4ad647b8a9a9c4c1d8e47,0,2,0,23,46,2676150,0,0,,,
b4b3c57893e1dd1fc00f9f4cb273e444,1,14,62,11,58,11767164,1,1,,,
c14357d0f156037963fcb523988ae6dc,0,0,0,1,4,449,0,0,,,
b29060942a87d868d45ac82ea662c41e,0,0,0,2,19,172795,0,0,,,
3646e132ef4534b510454668d8d91e04,0,47,21,159,176,17769600,6,1,,,
ce97e9cc7c32bedd8d3b50a7d7dec875,0,33,339,62,158,22976231,0,0,,,
4d290201397f49184752a17033028f84,0,3,29,32,79,6362290,0,0,,,
a8ac8c80cee34ca7c5076928adb040e6,0,23,116,28,96,17330731,0,0,,,
c26af0051439360707d7e401125bca87,0,9,37,6,25,1209941,0,0,,,
d8212b29f0c243ba43334ad410268fb6,0,9,20,16,44,4692271,0,0,,,
119d21f673acbfc2c9dbf5cf6bca68fb,1,73,42,165,293,40506657,16,11,,,
23c1c6be85c1ef6578644bfe8c172f7c,0,7,303,43,174,22714293,0,0,,,
06c8cd5af0e007213a2dce35af73c3ad,0,0,0,0,6,0,0,0,,,
ec3f47e33935e59bd542578fc669b3fb,0,3,31,23,62,5461823,0,0,,,
b71f2ab27faddd42783fbb77fce8eb28,0,24,98,232,246,34398138,0,0,,,
f1ae50be5da494ea7bd4bb597f181ba4,0,29,38,95,133,12691443,0,0,,,
f3eff00476651d6d5064e8f76086d179,0,50,28,380,211,35465557,1,1,,,
4d0aeff93669313f153e36902713bc2e,0,13,10,30,63,4658956,0,0,,,
d2cdce8847a2f1de261cc729ce6f0c5d,0,0,1,9,110,361231,0,0,,,
1d6ac4ec62f3a2a7be8c2a651238f1ed,0,5,1,25,36,3974659,9,9,,,
e8a59a7b278d01022219d76b71d66a58,0,35,21,134,279,18923761,0,0,,,
4288770b831137aece4ea57871696d0a,1,14,50,84,196,18832550,4,2,,,
d0ff0c8932ab992cc27b83f78895439d,0,236,9,337,294,50458337,0,0,,,
6759e76aade39d0b73254d832bed529d,0,0,14,2,16,1123063,0,0,,,
d1ccb119395244258c19dbf5646aaa02,0,2,7,6,33,2678292,2,2,,,
55db228ddc15fe8b6f15b441dec73402,0,6,14,110,119,10640365,0,0,,,
afc933bc1f6e4ca1951f6690bda3b81e,0,52,705,78,212,60836810,0,0,,,
55694f680f9318884bc604e689e79e8b,0,46,190,152,252,37866534,3,2,,,
824050588cd90642d4e161c755ec636e,0,0,0,18,30,1357163,0,0,,,
363c521613093cb3c9cca5c72ddd84f6,0,1,0,6,12,1209837,0,0,,,
b6c97f50f235b446a994f263386ae7c3,0,0,0,0,13,0,0,0,,,
582ffc66d21b7276c29fd1032a46becc,0,20,9,124,175,15562987,0,0,,,
7ae5127b8e64268526810a5a8b501a35,0,7,2,21,44,2408281,0,0,,,
e9df3b9276f197fdbfdd7daa24829264,0,66,59,124,170,23575392,0,0,,,
b6e40409917c980a3214ef761e119738,0,1,14,1,20,777589,0,0,,,
556b60ac01b9ef096496bb6f43949c9b,0,11,6,116,173,13260628,0,0,,,
2254d720f1f71ee211405baddc46b86b,1,16,18,69,204,13792400,0,0,,,
c85937285f2b7bab7de3abe532072000,0,9,8,17,34,4278475,0,0,,,
03d1fa33ca5bb6d8b31e4e5083368f36,0,0,0,4,16,689603,0,0,,,
45b8021f2fcbbebbcc3395b396d2a44b,0,5,9,9,48,3289691,0,0,,,
8bc709870d73eaf61df1e6817caf316f,1,12,5,122,215,16845742,1,1,,,
a9feab32fd6be2c9b262fd07ab0c0f2b,0,1,9,1,15,178421,0,0,,,
946a81d8741a4beaa6d65441191737e1,0,2,0,33,39,3022364,0,0,,,
9a70df58812fc6d2dec79e24a444fd67,0,4,2,6,9,514930,0,0,,,
54606a75891be0c4cf5755a62427c813,0,6,3,10,25,1442610,2,2,,,
e3b4c3e9fb74f4806c5c7a1db1377bf4,0,33,314,162,214,37326872,0,0,,,
6bbc9f28471847f0ba3c50172aa3ef4c,0,2,14,11,44,731311,0,0,,,
ef5220cbb23b205a03ebc7b7d7c9f661,1,299,141,404,617,66614068,1,1,,,
01d986d2857cb48c0cf74465cae7d854,1,93,94,886,728,90375842,0,0,,,
b839a779cd333ef147eda4fe9baf24e7,0,21,16,52,68,6655619,0,0,,,
a4766fde444c25f34287487e2df7ca1f,0,72,19,426,278,49584636,2,2,,,
0115d7d43aeafc0b56f7e5d05bc08aa8,1,39,176,160,385,37915072,0,0,,,
b48e9e86c8bd69610a2662990b387136,0,41,10,57,125,9891708,3,3,,,
3dc817f2e9cf26e92ff40c3c4a758ec1,0,4,8,41,68,10962573,0,0,,,
d14cbd108b0974ba3121386581bd907a,0,1,1,40,52,4934177,0,0,,,
cadbd1aa56a2920df776865451ec15f9,0,12,5,35,57,4809610,3,3,,,
45c745355ccce9b25a893995c64fde86,0,0,0,1,11,259026,0,0,,,
ea2ef88b601965859a35579c5905aa5f,0,1,2,39,101,4313499,0,0,,,
3f962ca9f679f830e00053aec67ca3f6,1,75,148,264,333,45599743,1,1,,,
b81abdf4208c18c132e4503f5db47a08,0,0,0,0,86,0,0,0,,,
4173e659da8db9d1efedbf9023a6dd5a,0,4,15,5,6,518179,0,0,,,
1aac2c5203ced4b092562a93b6523c18,0,0,0,10,32,1550265,1,0,,,
a4ef27943781f960aef304a8409c4633,1,4,7,87,144,13884616,1,1,,,
481f011f67a8c24bfa9bf2a5af9d7fa6,0,0,2,57,50,5708042,0,0,,,
d2097faf2a0cd1577dba32909da13331,0,0,0,0,6,0,0,0,,,
9c95a02cecba9a44dbcd90eb1be9494e,0,1,0,17,35,2475298,1,1,,,
044d640b240ce8f49a305c0c1aff8231,0,0,0,1,19,6,0,0,,,
2d9a9017287772e7abf5a36b7e6aba9a,0,0,0,4,21,1382002,0,0,,,
5c66093b3fc4a2a18543754b59103c51,0,3,0,50,91,4150210,1,1,,,
28c9922d3409a616a95e7bbb4c083549,0,9,15,18,55,10422114,0,0,,,
529a9fe87ce987e5d87f1c2cf49fed81,0,1,4,43,36,3514650,0,0,,,
a3fce2f790c8b67671c6f9182a68912c,0,34,19,51,124,9949711,10,8,,,
5d264ec711167144e0f194f7d16b0848,0,3,13,7,33,2334273,0,0,,,
afb1d258532fc79c6a8861a241d23281,0,11,1,107,109,12644809,0,0,,,
ecf1f60ad17234aba7e6ff44a31f7a29,1,35,32,47,141,10341649,0,0,,,
a6ed4497dcc7795fb0c5a6971334c0ef,0,7,15,142,92,21044655,0,0,,,
60c40e43e79c50372743800451a2b706,1,0,0,0,49,255360,0,0,,,
92c5d8c6b96da3b8618164eca21e82f7,0,4,6,78,133,9073848,1,1,,,
356ad33c89192536e32352146558eff0,1,9,45,68,165,17193850,2,3,,,
bda1f01fd57014bbba073be3f5f84200,0,4,1,31,43,3781922,0,0,,,
63f8be43546ba52b8e6abbcf15453cdc,0,0,7,16,39,2848845,0,0,,,
a403c7df6d35920455538b0044fe2fe1,0,44,10,96,165,16932844,1,1,,,
c01682407fb81fd0f208b02dbad9d5f2,0,7,0,41,113,7082080,0,0,,,
d6eda04f65a60dcce470d6fddf5a83a1,0,73,62,87,217,16135587,1,1,,,
3f9ef5a111fa2764dccb35fa358814cf,0,0,0,31,46,3626128,0,0,,,
882a73a38c8fd45006cb7d0a2116ea24,0,3,4,43,40,5617628,0,0,,,
45081032e4f20eaa232c0c76f6fd74c7,1,36,119,311,223,35718772,0,0,,,
b76a0159cc6466bd8ad474dc99799d4f,0,1,0,44,47,5157448,0,0,,,
d8923213dcbad4bd653c5690989d88a7,0,12,3,58,104,7015290,0,0,,,
7f6b8bd7817d66b1b3a21f8722c5832f,0,53,191,31,167,27132344,0,0,,,
53098f52103c576a2ab7c2772a866798,0,3,8,48,89,5945067,1,1,,,
ea9700757f64b2a83ce5b89bdb73dd02,0,4,0,23,54,3109291,2,0,,,
4d1b84b4c290675b51717bc555864528,0,5,35,9,38,6565203,0,0,,,
a6d67fda9103f44ac5a44523058edfe6,1,10,92,46,89,8646424,2,1,,,
82ae9a1a89d642871c89ac4a0e1dedfa,0,0,0,0,64,0,0,0,,,
f4a29ebf8fb7dece2d4f45f05ad38a33,0,6,3,7,51,8896115,0,0,,,
8d3955a3d59ce48a8339d05f82ba570c,0,51,1,91,141,11581428,1,1,,,
e8245b32a5cd281a8ab7f91bc58d2ada,0,34,147,34,118,14749782,0,0,,,
23fa5a8b53194f1b907cfda55c9b1b69,1,24,47,81,131,14688264,0,0,,,
95f76d2ae0659a6b652166186c14c13f,0,0,0,7,25,595217,0,0,,,
6dfbd2304a4cf130b7b77b2f47230805,0,10,27,79,78,10352815,0,0,,,
4c1fa9a0d37547f2d792acc9ef206677,1,53,39,75,204,16651414,27,29,,,
b9700a4b1fd55e439ce4df50fa3c99eb,1,170,134,975,608,115935666,0,0,,,
f580115fd52a32baf694f92e27b91f9d,0,3,9,7,26,1381781,0,0,,,
7dbb18cde586d244c095352f5e3bb492,1,31,77,65,183,15769479,1,1,,,
abf073ab5d43b301fd56148f5db84fa3,0,0,4,0,5,777548,0,0,,,
54de1fdd27822c9e69297174d03bb93c,0,1,84,8,20,259038,0,0,,,
f04fa7c0a8184e8230289603b8307a59,1,0,0,1,55,0,0,0,,,
41a36e26f7ee34185064ad7307938b99,0,3,0,174,72,15494714,0,0,,,
f36204adc665c4188d018561f143d1b4,0,5,1,16,52,13738705,0,0,,,
e722571e20f45a7f15a7f93226ff9786,0,20,101,27,113,10201608,0,0,,,
73463e61d69a51d2efb7f1a0cbbd5cf6,1,0,0,27,231,4144052,0,0,,,
10109fcfe864967d9e3de4aff1adac79,0,0,0,30,72,3255339,0,0,,,
7b2018bda70d9f7127058e2a594d6d3f,0,0,3,4,5,72040,0,0,,,
51a4661959dd7732cd90dfdacd10763f,0,1,1,25,26,2416616,5,5,,,
006c65a0946666507fd85ad824ff5909,0,26,18,208,246,23820017,0,0,,,
66c84e18a7edb705963cad1a20c210b8,1,231,51,245,264,73874064,19,19,,,
68f096b0a6c8a1054c29a548b8e9ac83,0,7,187,26,38,13177237,1,1,,,
ac876749df0dae1418b3d53454474420,0,1,2,41,119,4911063,0,0,,,
08cce9068735dbc6cb4c013a3b6b5451,0,0,1,13,23,170129,0,0,,,
06ea0df8e8476f90f7b4991ac6469b61,1,117,77,776,360,93214115,3,3,,,
71f6bef38a8d5aace2a596ffb2a94610,0,0,0,6,14,399297,0,0,,,
86c8140e0a91173f18358863a6630845,0,6,0,34,172,24087825,0,0,,,
b9db4defe5f403e4264e86796f232bcf,0,15,99,56,101,10824555,0,0,,,
496eb3e8916016f611e96947375fe688,0,13,0,57,598,74061082,1,0,,,
bf2c62faa9df2d7279ed8b6d2d2c9319,1,7,7,73,187,12525125,0,0,,,
c9e79c09371d939384a10a563baab78c,0,29,8,235,239,25003393,2,1,,,
e924aa92a85960fe4759464ad951485f,0,0,9,20,60,3861131,3,2,,,
28f5ad586c155d14c1af340f597b1e81,0,0,0,0,12,0,0,0,,,
5f0982c7667b0ea63f6cff223fff722e,0,13,195,8,124,26954421,0,0,,,
5ab421173df02c0a6494a33c7144acc7,0,0,0,0,15,0,0,0,,,
1bfe27d0785131e172f1445876b559e6,0,6,5,56,73,6152503,1,1,,,
016c72dd5515b5beb4d6b17d3c19a106,1,7,17,77,153,12764561,2,3,,,
3c9de565a5e647dcd688e5f54f962bf1,0,1,0,8,42,1379041,0,0,,,
bdd1ed4dd1d84bf42ab105569e738a94,0,0,0,2,12,345144,0,0,,,
493882d579fce58dad0357880b784f32,1,21,80,88,230,14689139,6,6,,,
55525436b24a93a4f4dc5da2301afd4c,0,0,0,0,6,0,0,0,,,
7ccdde3fa080239e49f61cb42f99cb25,0,36,206,38,146,32812281,0,0,,,
e4e28e207517563e32b21a8f5ba96f67,0,8,24,27,63,3544686,0,0,,,
3c7d45d9cf46b46ba7bd7411caadbe8d,1,1,13,5,39,2531326,1,0,,,
3c4653590ea296537d4b23adc707d546,0,1,28,14,27,4925777,0,0,,,
889eaa84d012b5baef244cc106c9ce93,1,704,335,232,635,100620264,3,2,,,
a15989dcaf89cfe586e2c684d3d6ae96,0,0,1,3,4,172797,0,0,,,
e4ff1ddd09226f10032d5835dc1a950b,0,3,3,19,42,1997499,0,0,,,
7764f0d339c301189916068bd0f2a7c7,0,16,48,34,87,11324257,0,0,,,
89631c6d878f2ff3e518124f106ede40,0,2,0,19,45,2752522,6,5,,,
4a78bdbfaeaec5dafb2264e53e8d069e,0,0,0,22,38,3226063,3,2,,,
9cf1db65c5ce7dce9993c893be348d4a,0,1,0,16,35,1644653,0,0,,,
2d22fa6f131906383e8a08a043ed4d22,0,12,16,61,215,12400333,0,0,,,
5b7e107604b86fe159a8b72026d6bbe9,0,5,8,12,30,3016766,0,0,,,
8b7748f4d4669d25012a0f77ff8eaf4d,0,3,15,24,53,6827116,0,0,,,
1a2671cd0705a74c1eb6cb66a79f46e1,0,0,11,7,95,1128561,0,0,,,
499bf9dd794c47d8c51da1494b68e943,1,9,6,86,143,18628116,0,0,,,
1a7bf5d1799cdfdd4ff03564a475bf74,1,12,0,81,231,20826611,0,0,,,
f075e973661a9a94642f0e17ea8474e8,0,1,1,1,53,63885,0,0,,,
4c49bfb8b16a4e66a669811d9c5b2d06,1,7,2,45,213,8012033,2,3,,,
315aaf238923126bba7bfce79d30fd94,0,0,0,8,28,947474,0,0,,,
52bbc5ea9aa501902d8e7424ddc4465f,0,3,7,17,46,2339699,1,0,,,
33b7f81ab66652864e8b5907026542f8,0,14,2,38,73,5188060,2,1,,,
4806d7b92214b120d2a764e1f96533f6,0,14,6,89,123,7808235,0,0,,,
2907385a43d3d1387e7a400e8c182b34,0,6,6,3,19,3628185,3,4,,,
c218b146c8ab29d4533454282bd3488d,0,11,24,39,81,11633433,2,1,,,
09b79e45c054a2fe58723cbfaceb6086,0,0,1,8,148,253806,0,0,,,
157ef6a208f6baf65dba1ad4199e4e4e,0,0,0,0,111,86390,0,0,,,
e3cf9bd7903a9f06939a89a3eb15c5a7,0,2,79,10,60,5783100,3,2,,,
61e02bf4dfe434e2982a8267970e45d6,0,45,5,90,199,15997273,0,0,,,
05c785765ed9c5727d1c8ad3613d22a0,0,23,41,73,406,90283655,1,2,,,
492e2d09946a173ac2bbf80ab355a8e2,0,1,50,17,51,3459158,0,0,,,
c451d7219e443567d8e0ed432748c803,0,42,83,49,187,13742589,3,3,,,
bfc75e1acfcbea4bffa07832c301798a,0,4,54,10,92,7171166,1,0,,,
